00:00:50;20.8;55.0;0.00
00:03:50;20.8;54.0;0.00
00:06:49;20.8;54.0;0.00
00:09:49;20.8;54.0;0.00
00:12:49;20.5;54.0;0.00
00:15:49;20.8;54.0;0.00
00:18:48;20.5;53.0;0.00
00:21:48;20.8;53.0;0.00
00:24:48;20.8;53.0;0.00
00:27:47;20.8;52.0;0.00
00:30:47;20.8;52.0;0.00
00:33:47;20.8;52.0;0.00
00:36:46;20.8;52.0;0.00
00:39:46;20.8;53.0;0.00
00:42:46;20.5;53.0;0.00
00:45:45;20.3;55.0;0.00
00:48:45;19.8;56.0;0.00
00:51:45;19.5;57.0;0.00
00:54:45;19.5;57.0;0.00
00:57:44;19.5;57.0;0.00
01:00:44;19.5;57.0;0.00
01:03:44;19.5;56.0;0.00
01:06:43;19.8;56.0;0.00
01:09:43;19.5;56.0;0.00
01:12:43;19.5;56.0;0.00
01:15:43;19.8;56.0;0.00
01:18:42;19.5;56.0;0.00
01:21:42;19.8;55.0;0.00
01:24:42;19.5;56.0;0.00
01:27:42;19.5;56.0;0.00
01:30:41;19.5;56.0;0.00
01:33:41;19.5;55.0;0.00
01:36:41;19.5;56.0;0.00
01:39:40;19.5;56.0;0.00
01:42:40;19.5;56.0;0.00
01:45:40;19.5;56.0;0.00
01:48:40;19.5;56.0;0.00
01:51:39;19.5;56.0;0.00
01:54:39;19.3;56.0;0.00
01:57:39;19.3;57.0;0.00
02:00:38;19.0;57.0;0.00
02:03:38;19.0;57.0;0.00
02:06:38;19.0;57.0;0.00
02:09:38;18.8;57.0;0.00
02:12:37;18.8;57.0;0.00
02:15:37;18.8;57.0;0.00
02:18:37;18.8;57.0;0.00
02:21:36;18.8;57.0;0.00
02:24:36;18.8;57.0;0.00
02:27:36;18.8;57.0;0.00
02:30:36;18.8;57.0;0.00
02:33:35;18.5;57.0;0.00
02:36:35;18.5;58.0;0.00
02:39:35;18.3;59.0;0.00
02:42:34;18.3;59.0;0.00
02:45:34;18.3;59.0;0.00
02:48:34;18.3;59.0;0.00
02:51:33;18.3;59.0;0.00
02:54:33;18.3;59.0;0.00
02:57:33;18.3;59.0;0.00
03:00:32;18.3;59.0;0.00
03:03:32;18.3;59.0;0.00
03:06:32;18.5;60.0;0.00
03:09:32;18.5;60.0;0.00
03:12:31;18.5;60.0;0.00
03:15:31;18.8;60.0;0.00
03:18:31;18.8;60.0;0.00
03:21:30;18.8;60.0;0.00
03:24:30;18.8;60.0;0.00
03:27:30;19.0;60.0;0.00
03:30:30;19.0;59.0;0.00
03:33:29;18.8;60.0;0.00
03:36:29;18.8;60.0;0.00
03:39:29;18.8;60.0;0.00
03:42:28;18.8;60.0;0.00
03:45:28;18.5;60.0;0.00
03:48:28;18.5;61.0;0.00
03:51:28;18.5;60.0;0.00
03:54:27;18.3;61.0;0.00
03:57:27;18.3;61.0;0.00
04:00:27;18.3;61.0;0.00
04:03:26;18.0;61.0;0.00
04:06:26;18.0;62.0;0.00
04:09:26;17.8;62.0;0.00
04:12:26;17.8;62.0;0.00
04:15:25;17.8;62.0;0.00
04:18:25;17.8;62.0;0.00
04:21:25;17.8;62.0;0.00
04:24:25;17.5;63.0;0.00
04:27:24;17.8;62.0;0.00
04:30:24;17.8;62.0;0.00
04:33:24;17.8;62.0;0.00
04:36:23;17.8;62.0;0.00
04:39:23;17.8;62.0;0.00
04:42:23;18.0;62.0;0.00
04:45:23;18.0;62.0;0.00
04:48:22;18.0;62.0;0.00
04:51:22;18.0;62.0;0.00
04:54:22;18.0;62.0;0.00
04:57:21;17.8;62.0;0.00
05:00:21;18.0;62.0;0.00
05:03:21;18.0;62.0;0.00
05:06:21;18.3;62.0;0.00
05:09:20;18.3;61.0;0.00
05:12:20;18.3;62.0;0.00
05:15:19;18.0;62.0;0.00
05:18:19;18.0;62.0;0.00
05:21:19;18.0;63.0;0.00
05:24:19;18.0;63.0;0.00
05:27:18;18.0;63.0;0.00
05:30:18;18.0;63.0;0.00
05:33:18;18.0;63.0;0.00
05:36:17;18.0;63.0;0.00
05:39:17;18.0;63.0;0.00
05:42:17;18.0;63.0;0.00
05:45:17;18.0;63.0;0.00
05:48:16;18.0;63.0;0.00
05:51:16;18.0;63.0;0.00
05:54:16;18.0;63.0;0.00
05:57:15;17.8;63.0;0.00
06:00:15;17.8;64.0;0.00
06:03:15;17.8;63.0;0.00
06:06:15;17.8;64.0;0.00
06:09:14;17.8;64.0;0.00
